
Host: WE41476

Timers On : Wed Nov 24 21:45:48 2021
Timers Off: Wed Nov 24 21:45:51 2021

Wall Time:        2.18 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Properties                          :      0.150u      0.017s      0.128w   3136 calls
Functional                          :      0.267u      0.000s      0.175w   3136 calls
V_xc                                :      0.367u      0.017s      0.161w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.017u      0.000s      0.004w      7 calls
DFH: compute_JK()                   :      0.017u      0.000s      0.004w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.017u      0.000s      0.003w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.008w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.000s      0.025w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.011w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.008w      1 calls
DFH: initialize()                   :      0.050u      0.000s      0.037w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.012w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.000s      0.028w      1 calls
| SAD Guess                         :      0.033u      0.000s      0.027w      1 calls
HF: Form G                          :      0.800u      0.033s      0.483w      7 calls
| RV: Form V                        :      0.783u      0.033s      0.479w      7 calls
| | Properties                      :      0.150u      0.017s      0.128w   3136 calls
| | Functional                      :      0.267u      0.000s      0.175w   3136 calls
| | V_xc                            :      0.367u      0.017s      0.161w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.017u      0.000s      0.004w      7 calls
| | DFH: compute_JK()               :      0.017u      0.000s      0.004w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.003w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.008w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.005w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 15:16:44 2021
Timers Off: Fri Dec  3 15:17:14 2021

Wall Time:       29.29 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.017s      0.024w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.011w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.018w      5 calls
DFH: initialize()                   :      0.050u      0.017s      0.037w      1 calls
DFH: AO Construction                :      0.017u      0.017s      0.012w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.004w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.000s      0.027w      1 calls
SAD Guess                           :      0.033u      0.000s      0.026w      1 calls
HF: Form G                          :      0.817u      0.017s      0.483w      7 calls
RV: Form V                          :      0.817u      0.017s      0.479w      7 calls
Properties                          :      0.267u      0.000s      0.128w   3136 calls
Functional                          :      0.233u      0.017s      0.174w   3136 calls
V_xc                                :      0.317u      0.000s      0.162w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.003w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.003w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.008w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.017s      0.024w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.011w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.008w      1 calls
DFH: initialize()                   :      0.050u      0.017s      0.037w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      2 calls
| DFH: AO Construction              :      0.017u      0.017s      0.012w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.004w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.000s      0.027w      1 calls
| SAD Guess                         :      0.033u      0.000s      0.026w      1 calls
HF: Form G                          :      0.817u      0.017s      0.483w      7 calls
| RV: Form V                        :      0.817u      0.017s      0.479w      7 calls
| | Properties                      :      0.267u      0.000s      0.128w   3136 calls
| | Functional                      :      0.233u      0.017s      0.174w   3136 calls
| | V_xc                            :      0.317u      0.000s      0.162w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.003w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.003w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.008w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.005w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 15:57:53 2021
Timers Off: Fri Dec  3 15:58:25 2021

Wall Time:       32.46 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.000s      0.027w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.044w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.017s      0.048w      5 calls
DFH: initialize()                   :      0.050u      0.033s      0.067w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.027w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.017s      0.008w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.013w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      1 calls
HF: Guess                           :      0.033u      0.000s      0.045w      1 calls
SAD Guess                           :      0.033u      0.000s      0.042w      1 calls
HF: Form G                          :      0.800u      0.017s      0.492w      7 calls
RV: Form V                          :      0.800u      0.017s      0.487w      7 calls
Properties                          :      0.200u      0.000s      0.125w   3136 calls
Functional                          :      0.200u      0.000s      0.179w   3136 calls
V_xc                                :      0.383u      0.000s      0.166w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.004w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.004w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.000s      0.010w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.002w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.000s      0.027w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.044w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.037w      1 calls
DFH: initialize()                   :      0.050u      0.033s      0.067w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.027w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.017s      0.008w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.013w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      1 calls
HF: Guess                           :      0.033u      0.000s      0.045w      1 calls
| SAD Guess                         :      0.033u      0.000s      0.042w      1 calls
HF: Form G                          :      0.800u      0.017s      0.492w      7 calls
| RV: Form V                        :      0.800u      0.017s      0.487w      7 calls
| | Properties                      :      0.200u      0.000s      0.125w   3136 calls
| | Functional                      :      0.200u      0.000s      0.179w   3136 calls
| | V_xc                            :      0.383u      0.000s      0.166w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.004w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.004w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.000s      0.010w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.002w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls
Libint2ERI::Libint2ERI              :      0.017u      0.017s      0.005w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 16:24:20 2021
Timers Off: Fri Dec  3 16:24:24 2021

Wall Time:        3.53 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.017s      0.027w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.053w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.017s      0.055w      5 calls
DFH: initialize()                   :      0.050u      0.017s      0.064w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.024w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.011w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      1 calls
HF: Guess                           :      0.050u      0.017s      0.039w      1 calls
SAD Guess                           :      0.033u      0.017s      0.037w      1 calls
HF: Form G                          :      0.783u      0.017s      0.492w      7 calls
RV: Form V                          :      0.783u      0.017s      0.488w      7 calls
Properties                          :      0.167u      0.000s      0.126w   3136 calls
Functional                          :      0.233u      0.000s      0.181w   3136 calls
V_xc                                :      0.333u      0.017s      0.165w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.003w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.003w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.000s      0.009w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.017u      0.000s      0.004w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.017s      0.027w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.053w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.046w      1 calls
DFH: initialize()                   :      0.050u      0.017s      0.064w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.024w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.011w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      1 calls
HF: Guess                           :      0.050u      0.017s      0.039w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.037w      1 calls
HF: Form G                          :      0.783u      0.017s      0.492w      7 calls
| RV: Form V                        :      0.783u      0.017s      0.488w      7 calls
| | Properties                      :      0.167u      0.000s      0.126w   3136 calls
| | Functional                      :      0.233u      0.000s      0.181w   3136 calls
| | V_xc                            :      0.333u      0.017s      0.165w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.003w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.003w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.000s      0.009w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.017u      0.000s      0.004w      6 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.005w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 16:25:16 2021
Timers Off: Fri Dec  3 16:25:18 2021

Wall Time:        2.80 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.000s      0.025w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.020w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.025w      5 calls
DFH: initialize()                   :      0.033u      0.017s      0.043w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.012w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.007w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.017s      0.032w      1 calls
SAD Guess                           :      0.033u      0.017s      0.031w      1 calls
HF: Form G                          :      0.833u      0.000s      0.493w      7 calls
RV: Form V                          :      0.833u      0.000s      0.488w      7 calls
Properties                          :      0.283u      0.000s      0.130w   3136 calls
Functional                          :      0.250u      0.000s      0.177w   3136 calls
V_xc                                :      0.267u      0.000s      0.165w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.004w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.004w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.017s      0.008w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.017s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.017s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.000s      0.025w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.020w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w      1 calls
DFH: initialize()                   :      0.033u      0.017s      0.043w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.012w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.007w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.017s      0.032w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.031w      1 calls
HF: Form G                          :      0.833u      0.000s      0.493w      7 calls
| RV: Form V                        :      0.833u      0.000s      0.488w      7 calls
| | Properties                      :      0.283u      0.000s      0.130w   3136 calls
| | Functional                      :      0.250u      0.000s      0.177w   3136 calls
| | V_xc                            :      0.267u      0.000s      0.165w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.004w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.004w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.017s      0.008w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.017s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.017s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.005w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 16:25:49 2021
Timers Off: Fri Dec  3 16:26:30 2021

Wall Time:       40.31 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.050u      0.017s      0.032w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.012w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.018w      5 calls
DFH: initialize()                   :      0.050u      0.017s      0.040w      1 calls
DFH: AO Construction                :      0.017u      0.017s      0.013w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.000s      0.027w      1 calls
SAD Guess                           :      0.017u      0.000s      0.026w      1 calls
HF: Form G                          :      0.800u      0.017s      0.492w      7 calls
RV: Form V                          :      0.800u      0.017s      0.488w      7 calls
Properties                          :      0.183u      0.000s      0.128w   3136 calls
Functional                          :      0.367u      0.000s      0.178w   3136 calls
V_xc                                :      0.233u      0.000s      0.165w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.004w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.004w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.000s      0.008w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.050u      0.017s      0.032w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.012w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.008w      1 calls
DFH: initialize()                   :      0.050u      0.017s      0.040w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      2 calls
| DFH: AO Construction              :      0.017u      0.017s      0.013w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.006w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.000s      0.027w      1 calls
| SAD Guess                         :      0.017u      0.000s      0.026w      1 calls
HF: Form G                          :      0.800u      0.017s      0.492w      7 calls
| RV: Form V                        :      0.800u      0.017s      0.488w      7 calls
| | Properties                      :      0.183u      0.000s      0.128w   3136 calls
| | Functional                      :      0.367u      0.000s      0.178w   3136 calls
| | V_xc                            :      0.233u      0.000s      0.165w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.004w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.004w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.000s      0.008w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.000u      0.000s      0.004w      6 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.005w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 16:26:59 2021
Timers Off: Fri Dec  3 16:27:55 2021

Wall Time:       56.16 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.050u      0.017s      0.033w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.017w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.017s      0.024w      5 calls
DFH: initialize()                   :      0.083u      0.017s      0.069w      1 calls
DFH: AO Construction                :      0.033u      0.000s      0.019w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.010w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.050u      0.017s      0.044w      1 calls
SAD Guess                           :      0.050u      0.017s      0.042w      1 calls
HF: Form G                          :      1.133u      0.017s      0.688w      7 calls
RV: Form V                          :      1.117u      0.017s      0.683w      7 calls
Properties                          :      0.333u      0.000s      0.177w   3136 calls
Functional                          :      0.300u      0.000s      0.252w   3136 calls
V_xc                                :      0.467u      0.000s      0.230w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.017u      0.000s      0.005w      7 calls
DFH: compute_JK()                   :      0.017u      0.000s      0.005w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.017u      0.000s      0.004w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.011w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.002w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.017u      0.017s      0.005w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.050u      0.017s      0.033w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.017w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.010w      1 calls
DFH: initialize()                   :      0.083u      0.017s      0.069w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.007w      2 calls
